PLAYER_NAME	FIRST_DAY	DURATION	STAGE	MATCH	MAP	TEAM	TEAM_NAME	TEAM_DURATION	TEAMMATE	FIRST_WIN	FIRST_WIN_TEAM	FIRST_WIN_MAP	MAP_DUPLICATE	MOST_MAP	HERO	MOST_HERO	HOUR	HERO_STAGE1	HERO_STAGE2	HERO_STAGE3	KILL	DATE_KILL	TEAM_KILL	MAP_KILL	COUNT_KILL	KILL_PLAYER	DEATH	DATE_DEATH	TEAM_DEATH	MAP_DEATH	COUNT_DEATH	DEATH_PLAYER	WORLD_TIME	WORLD_TEAM	WORLD_RESULT	LAST_DATE	LAST_TEAM	TEAM_TOTAL
JINMU	5月31日	14	2	14	35	1	ROC ESPORTS	377.0	BELOSREA, LENGSA	5月31日	TEAM XX	伊利奥斯	12	伊利奥斯	10	死神	81.9		法老之鹰	死神	257	10月11日	MILK TEA	漓江塔	17	PINEAPPLE	184	10月10日	TEAM CC	阿特利斯	11	KANEKI	1	VARREL	16强	10月11日	MILK TEA	ROC ESPORTS
JY2006	3月28日	2	1	2	5	1	SUPER LEVI	47.0	JEREMY, JIMMY				5	哈瓦那 埃斯佩兰萨 多拉多 漓江塔 苏拉瓦萨	2	布丽吉塔	29.9	布丽吉塔			7	3月28日	TEAM XX	埃斯佩兰萨	4	AESTER ARGON FEIYANG LEAVE LIGE MEW UNKN0W	40	3月30日	ONCE AGAIN	苏拉瓦萨	9	ARGON				3月30日	ONCE AGAIN	SUPER LEVI
KANEKI	3月27日	31	3	35	119	1	TEAM CC	1269.2	FARWAY2025, PINEAPPLE	3月27日	BLADE	漓江塔	23	伊利奥斯	9	猎空	666.9	猎空	猎空	猎空	907	10月10日	ROC ESPORTS	阿特利斯	20	CHU	649	5月24日	ROC ESPORTS	好莱坞	14	SHY	3	GEEKAY ESPORTS	8强	11月28日	ONCE AGAIN	TEAM CC
KEIOS	3月27日	9	2	9	15	2	MDY	81.9	M1NUT2				8	苏拉瓦萨 萨摩亚	8	骇灾	35.4	拉玛刹		骇灾	63	3月28日	TEAM XX	萨摩亚	10	AESTER FLORA	92	9月20日	ROC ESPORTS	苏拉瓦萨	12	MEW				9月28日	YNB ESPORTS	MDY和SUPER LEVI
KUSARI	3月27日	11	2	11	31	1	LITTLE SHEEP	331.9	ALPHARI	3月27日	SUPER LEVI	萨摩亚	14	哈瓦那	5	朱诺	118.4	朱诺	朱诺		59	5月24日	HOMIE E	绿洲城	7	WEN	174	5月24日	HOMIE E	绿洲城	13	WEN				6月28日	MILK TEA	LITTLE SHEEP
KYO	5月25日	10	1	10	34	1	MILK TEA	380.6	EILEEN, INSANE	5月30日	LITTLE SHEEP	苏拉瓦萨	12	伊利奥斯 皇家赛道	4	朱诺	130.8		朱诺		97	6月1日	ZONES	多拉多	11	LILKO	170	5月25日	ONCE AGAIN	苏拉瓦萨	11	AKIE KANEKI				6月29日	TEAM CC	MILK TEA
LAVENDER	3月27日	3	1	3	9	1	TEAM EQUAL	81.6	EMOLGA, FLICKER, M0CHA				4	埃斯佩兰萨 苏拉瓦萨	3	安娜	45.0	安娜			12	3月28日	TEAM CC	埃斯佩兰萨	5	PINEAPPLE	50	3月29日	BLADE	漓江塔	8	PRIDE				3月29日	BLADE	TEAM EQUAL
LEAVE	3月28日	33	3	36	120	1	ONCE AGAIN	1234.9	MEW, MMONK	3月28日	LITTLE SHEEP	漓江塔	25	伊利奥斯	11	猎空	597.6	猎空	猎空	猎空	1051	10月10日	YNB ESPORTS	国王大道	19	PINEAPPLE	551	10月12日	TEAM CC	国王大道	13	PINEAPPLE	3	TEAM FALCONS	4强	11月29日	TEAM FALCONS	ONCE AGAIN
LENGSA	3月27日	27	3	27	100	1	ROC ESPORTS	1095.5	BELOSREA	3月27日	TEAM EQUAL	漓江塔	22	苏拉瓦萨	8	卢西奥	356.8	布丽吉塔	卢西奥	无漾	445	9月6日	TEAM CC	渣客镇	12	PINEAPPLE	481	6月28日	ONCE AGAIN	皇家赛道	11	KANEKI	1	VARREL	16强	10月11日	MILK TEA	ROC ESPORTS
LIGE	3月28日	12	2	13	15	1	ONCE AGAIN	196.8	MEW, MMONK	3月28日	LITTLE SHEEP	哈瓦那	4	皇家赛道	4	DVA	88.3	DVA	奥丽莎		162	3月30日	SUPER LEVI	苏拉瓦萨	20	TOM4TO	79	6月28日	ROC ESPORTS	皇家赛道	12	SHOCKWAVE TAEJONG	2	VIRTUS.PRO	4强	7月31日	VIRTUS.PRO	ONCE AGAIN
LILKO	3月28日	15	3	15	35	3	HOMIE E	286.8	FARI, MERCURY, POV, WEN	3月28日	SUPER LEVI	萨摩亚	14	皇家赛道 绿洲城 苏拉瓦萨	7	猎空	169.4	卡西迪	猎空	猎空	276	5月25日	ROC ESPORTS	皇家赛道	21	EILEEN	249	6月1日	ONCE AGAIN	皇家赛道	14	ALPHARI				10月4日	MILK TEA	HOMIE E和ROC ESPORTS和TEAM XX
M0CHA	3月27日	3	1	3	9	1	TEAM EQUAL	81.6	EMOLGA, FLICKER, LAVENDER				4	埃斯佩兰萨 苏拉瓦萨	4	破坏球	50.6	破坏球			48	3月29日	BLADE	埃斯佩兰萨	12	FARI	36	3月28日	TEAM CC	萨摩亚	7	GAGA				3月29日	BLADE	TEAM EQUAL
M1NUT2	9月7日	7	1	7	23	1	MDY	216.5	ANGER	9月14日	ZONES	伊利奥斯	9	伊利奥斯	6	弗蕾娅	101.0			弗蕾娅	117	9月14日	ZONES	阿特利斯	13	AIDEN	183	10月5日	BOOM	直布罗陀	14	PRIDE				10月5日	BOOM	MDY
M1RE	9月6日	7	1	7	19	1	BOOM	203.8	FEIYANG, TAIMOUREN	9月27日	YNB ESPORTS	伊利奥斯	8	直布罗陀	4	半藏	111.3			半藏	121	10月5日	MDY	直布罗陀	17	WH4LE	190	9月6日	ZONES	直布罗陀	17	800 WH4LE				10月5日	MDY	BOOM
MENG	5月25日	10	1	10	31	1	MILK TEA	348.9	EILEEN, INSANE, KYO	5月30日	LITTLE SHEEP	苏拉瓦萨	12	伊利奥斯	6	奥丽莎	174.9		奥丽莎		230	6月1日	ZONES	多拉多	16	MOMOGA	182	6月7日	ROC ESPORTS	皇家赛道	13	SKYSHOW				6月29日	TEAM CC	MILK TEA
MERCURY	5月24日	7	1	7	25	1	HOMIE E	286.8	FARI, LILKO, POV, WEN	5月24日	LITTLE SHEEP	绿洲城	11	皇家赛道 绿洲城	4	朱诺	98.8		朱诺		69	6月15日	MILK TEA	好莱坞	10	PROYUNG	189	6月15日	MILK TEA	好莱坞	15	EILEEN				6月21日	ZONES	HOMIE E
MEW	3月28日	33	3	36	122	1	ONCE AGAIN	1250.5	MMONK	3月28日	LITTLE SHEEP	漓江塔	25	伊利奥斯	8	卢西奥	766.9	卢西奥	卢西奥	卢西奥	487	4月18日	VIRTUS.PRO	皇家赛道	13	BILIDENG	522	11月29日	TEAM FALCONS	国王大道	14	PINEAPPLE	3	TEAM FALCONS	4强	11月29日	TEAM FALCONS	ONCE AGAIN
MMONK	3月28日	33	3	36	122	1	ONCE AGAIN	1250.4	MEW	3月28日	LITTLE SHEEP	漓江塔	25	伊利奥斯	4	雾子	772.6	朱诺	雾子	雾子	438	11月29日	TEAM FALCONS	国王大道	13	KANEKI	501	11月29日	TEAM FALCONS	国王大道	11	PINEAPPLE	3	TEAM FALCONS	4强	11月29日	TEAM FALCONS	ONCE AGAIN
MOMOGA	5月24日	8	1	8	26	1	LITTLE SHEEP	266.1	AKIE, ALPHARI, SKYSHOW	5月24日	HOMIE E	皇家赛道	11	国王大道	3	布丽吉塔	204.1		布丽吉塔		69	5月24日	HOMIE E	好莱坞	11	INSANE	190	5月30日	MILK TEA	皇家赛道	14	INSANE				6月28日	MILK TEA	LITTLE SHEEP
REMEFER	5月24日	8	1	8	26	1	LITTLE SHEEP	266.1	AKIE, ALPHARI, SKYSHOW	5月24日	HOMIE E	皇家赛道	11	国王大道	3	布丽吉塔	204.1		布丽吉塔		69	5月24日	HOMIE E	好莱坞	11	INSANE	190	5月30日	MILK TEA	皇家赛道	14	INSANE				6月28日	MILK TEA	LITTLE SHEEP
NUORAN	3月27日	4	1	4	15	1	BLADE	160.2	FARI, PRIDE, REMEDY, WEN	3月29日	TEAM EQUAL	漓江塔	7	埃斯佩兰萨	5	布丽吉塔	55.9	布丽吉塔			36	3月30日	ROC ESPORTS	哈瓦那	7	ALPHARI	97	3月30日	ROC ESPORTS	漓江塔	12	JAYA				4月4日	LITTLE SHEEP	BLADE
PARD0N	5月24日	4	1	4	14	1	ZONES	159.1	RULER, WYA	5月24日	TEAM XX	多拉多	9	多拉多 新渣客城 皇家赛道 鲁纳塞彼	6	布丽吉塔	64.9		布丽吉塔		36	5月24日	TEAM XX	伊利奥斯	7	FEIYANG	99	6月8日	LITTLE SHEEP	国王大道	13	DECADE INSANE				6月8日	LITTLE SHEEP	ZONES
PEPPI	9月7日	5	1	5	15	1	MDY	153.6	ANGER, M1NUT2	9月14日	ZONES	伊利奥斯	7	伊利奥斯 直布罗陀 阿特利斯	6	温斯顿	51.1			温斯顿	100	10月5日	BOOM	直布罗陀	15	WYA	102	9月7日	ONCE AGAIN	阿特利斯	13	DOX				10月5日	BOOM	MDY
PINEAPPLE	3月27日	31	3	35	123	1	TEAM CC	1320.7	FARWAY2025	3月27日	BLADE	漓江塔	25	伊利奥斯	13	弗蕾娅	483.3	索杰恩	弗蕾娅	弗蕾娅	1108	8月1日	ZOKORP ESPORTS	皇家赛道	20	CHU	766	4月6日	ONCE AGAIN	艾兴瓦尔德	15	SHY	3	GEEKAY ESPORTS	8强	11月28日	ONCE AGAIN	TEAM CC
POV	5月24日	7	1	7	25	1	HOMIE E	286.8	FARI, LILKO, MERCURY, WEN	5月24日	LITTLE SHEEP	绿洲城	11	皇家赛道 绿洲城	4	布丽吉塔	146.5		布丽吉塔		66	6月7日	TEAM CC	好莱坞	8	ALPHARI	172	5月24日	LITTLE SHEEP	绿洲城	13	AKIE ALPHARI				6月21日	ZONES	HOMIE E
PRESSURE	3月27日	2	1	2	4	1	SUPER LEVI	39.4	JEREMY, JIMMY, TAMPER				4	哈瓦那 埃斯佩兰萨 多拉多 暴雪世界	2	温斯顿	23.8	温斯顿			19	3月27日	LITTLE SHEEP	哈瓦那	11	JAYA	30	3月27日	LITTLE SHEEP	哈瓦那	11	WH4LE				3月28日	TEAM XX	SUPER LEVI
PRIDE	3月27日	20	3	20	65	2	ZONES	561.4	WYA	3月29日	TEAM EQUAL	漓江塔	19	苏拉瓦萨	6	源氏	401.6	源氏	源氏	源氏	595	9月14日	MDY	阿特利斯	26	WH4LE	531	3月30日	ROC ESPORTS	漓江塔	19	ALPHARI				10月11日	YNB ESPORTS	BLADE和ZONES
PROYUNG	5月24日	7	1	7	23	1	TEAM XX	242.6	FEIYANG	5月24日	ZONES	伊利奥斯	10	伊利奥斯	10	布丽吉塔	62.5		布丽吉塔		84	6月22日	MILK TEA	新渣客城	11	EILEEN PRIDE	214	6月15日	LITTLE SHEEP	直布罗陀	17	WEN				6月22日	MILK TEA	TEAM XX
R3K	6月22日	11	2	12	40	1	MILK TEA	445.0	EILEEN, INSANE	6月22日	TEAM XX	皇家赛道	13	埃斯佩兰萨 苏拉瓦萨	7	温斯顿	132.1		西格玛	温斯顿	315	10月12日	YNB ESPORTS	直布罗陀	17	SARA	269	6月29日	TEAM CC	皇家赛道	11	BELOSREA				10月12日	TEAM CC	MILK TEA
RECALL	9月6日	9	1	10	37	1	MILK TEA	413.3	EILEEN, INSANE, R3K, UNKN0W	9月6日	YNB ESPORTS	埃斯佩兰萨	12	埃斯佩兰萨 苏拉瓦萨	4	雾子	325.8			雾子	150	10月12日	TEAM CC	伊利奥斯	9	ALPHARI SARA	219	9月28日	BOOM	苏拉瓦萨	11	800				10月12日	TEAM CC	MILK TEA
REMAKER	5月24日	16	2	16	37	1	ZONES	450.4	WYA	5月24日	TEAM XX	多拉多	14	直布罗陀	5	弗蕾娅	380.5		弗蕾娅	弗蕾娅	297	5月24日	TEAM XX	新渣客城	22	SKYSHOW	301	6月1日	MILK TEA	多拉多	16	KANEKI PINEAPPLE				10月11日	YNB ESPORTS	ZONES
REMEDY	3月27日	13	2	13	29	2	MILK TEA	162.2	EILEEN, INSANE, KYO	3月29日	TEAM EQUAL	漓江塔	13	皇家赛道	8	雾子	84.5	朱诺	雾子		87	4月4日	LITTLE SHEEP	萨摩亚	9	ALPHARI	199	4月4日	LITTLE SHEEP	暴雪世界	13	ALPHARI				6月29日	TEAM CC	BLADE和MILK TEA
RULER	5月24日	8	1	8	27	1	ZONES	313.7	WYA	5月24日	TEAM XX	多拉多	11	伊利奥斯 多拉多 新渣客城 皇家赛道 鲁纳塞彼	5	温斯顿	120.2		温斯顿		208	6月8日	LITTLE SHEEP	皇家赛道	17	CCJPITY	151	6月8日	LITTLE SHEEP	皇家赛道	9	KANEKI				6月28日	TEAM CC	ZONES
SARA	3月27日	16	2	16	58	2	YNB ESPORTS	387.3	ALPHARI, WH4LE	3月27日	SUPER LEVI	萨摩亚	14	埃斯佩兰萨	4	雾子	350.4	安娜		雾子	179	9月6日	MILK TEA	里阿尔托	10	PRIDE	332	10月10日	ONCE AGAIN	国王大道	13	PRIDE				10月12日	MILK TEA	LITTLE SHEEP和YNB ESPORTS
KIM	3月27日	16	2	16	58	2	YNB ESPORTS	387.3	ALPHARI, WH4LE	3月27日	SUPER LEVI	萨摩亚	14	埃斯佩兰萨	4	雾子	350.4	安娜		雾子	179	9月6日	MILK TEA	里阿尔托	10	PRIDE	332	10月10日	ONCE AGAIN	国王大道	13	PRIDE				10月12日	MILK TEA	LITTLE SHEEP和YNB ESPORTS
SEA	9月6日	8	1	8	18	1	ZONES	180.4	AIDEN, DOX, WYA	9月6日	BOOM	伊利奥斯	9	苏拉瓦萨	6	猎空	86.7			猎空	136	9月6日	BOOM	伊利奥斯	15	SARA	143	10月11日	YNB ESPORTS	漓江塔	12	800				10月11日	YNB ESPORTS	ZONES
SHY	3月28日	33	3	36	116	1	ONCE AGAIN	1185.6	MEW, MMONK	3月28日	LITTLE SHEEP	漓江塔	25	伊利奥斯	10	索杰恩	503.0	索杰恩	弗蕾娅	弗蕾娅	937	6月28日	ROC ESPORTS	皇家赛道	23	PINEAPPLE	693	11月29日	TEAM FALCONS	国王大道	15	PINEAPPLE	3	TEAM FALCONS	4强	11月29日	TEAM FALCONS	ONCE AGAIN
SKYSHOW	5月24日	8	1	8	30	1	LITTLE SHEEP	312.4	AKIE, ALPHARI	5月24日	HOMIE E	皇家赛道	11	皇家赛道	4	弗蕾娅	214.0		弗蕾娅		241	6月8日	ZONES	皇家赛道	19	EILEEN	217	6月15日	TEAM XX	直布罗陀	12	EILEEN				6月28日	MILK TEA	LITTLE SHEEP
TAEJONG	5月24日	12	1	12	42	1	ROC ESPORTS	475.7	BELOSREA, LENGSA	5月24日	TEAM CC	好莱坞	14	皇家赛道	7	猎空	253.7		猎空		353	8月1日	VARREL	阿特利斯	17	UNKN0W	219	5月25日	HOMIE E	皇家赛道	15	BILIDENG	1	VARREL	16强	8月1日	VARREL	ROC ESPORTS
TAIMOUREN	9月6日	7	1	7	24	1	BOOM	251.1	FEIYANG	9月13日	ROC ESPORTS	苏拉瓦萨	9	直布罗陀	10	安娜	96.3			安娜	70	9月28日	MILK TEA	苏拉瓦萨	10	800	184	10月5日	MDY	直布罗陀	11	ALPHARI				10月5日	MDY	BOOM
TAMPER	3月27日	2	1	2	6	1	SUPER LEVI	56.9	JEREMY, JIMMY				5	萨摩亚	3	雾子	28.8	雾子			11	3月28日	TEAM XX	萨摩亚	5	ALPHARI	47	3月27日	LITTLE SHEEP	哈瓦那	10	WH4LE				3月28日	TEAM XX	SUPER LEVI
TENGYUAN	5月31日	2	1	2	3	1	ZONES	34.2	PARD0N, RULER, WYA	6月8日	LITTLE SHEEP	绿洲城	3	皇家赛道 绿洲城 鲁纳塞彼	3	猎空	15.8		猎空		32	6月8日	LITTLE SHEEP	皇家赛道	16	SKYSHOW	22	6月8日	LITTLE SHEEP	皇家赛道	13	SKYSHOW				6月8日	LITTLE SHEEP	ZONES
TOM4TO	3月27日	3	1	3	7	1	SUPER LEVI	61.9	JEREMY, JIMMY				5	哈瓦那 萨摩亚	2	安娜	40.1	安娜			8	3月30日	ONCE AGAIN	漓江塔	3	APR1TA	47	3月30日	ONCE AGAIN	苏拉瓦萨	9	LIGE				3月30日	ONCE AGAIN	SUPER LEVI
TWE12E	3月27日	6	2	6	9	2	TEAM XX	55.1	FEIYANG, PROYUNG				7	国王大道 苏拉瓦萨	3	弗蕾娅	55.0	卡西迪	弗蕾娅		32	6月7日	ONCE AGAIN	直布罗陀	7	LEAVE	53	5月31日	ROC ESPORTS	国王大道	10	DIYA SHY				6月7日	ONCE AGAIN	TEAM EQUAL和TEAM XX
UNKN0W	3月28日	24	3	27	94	3	TEAM CC	489.6	FARWAY2025, KANEKI, PINEAPPLE	3月28日	SUPER LEVI	萨摩亚	23	伊利奥斯 苏拉瓦萨	7	卢西奥	388.3	卢西奥	布丽吉塔	无漾	241	9月12日	MDY	阿特利斯	8	ALPHARI	474	9月21日	ZONES	直布罗陀	12	BELOSREA	1	AL QADSIAH	12强	10月12日	TEAM CC	MILK TEA和TEAM CC和TEAM XX
VERDE	9月7日	7	1	7	22	1	MDY	204.4	M1NUT2	9月14日	ZONES	伊利奥斯	9	伊利奥斯	4	无漾	152.9			无漾	46	10月5日	BOOM	苏拉瓦萨	8	FEIYANG LILKO	152	9月7日	ONCE AGAIN	阿特利斯	14	PRIDE				10月5日	BOOM	MDY
WEN	3月27日	11	2	11	40	2	HOMIE E	286.8	FARI	3月29日	TEAM EQUAL	漓江塔	17	皇家赛道 绿洲城	8	奥丽莎	209.8	DVA	奥丽莎		325	5月24日	LITTLE SHEEP	好莱坞	21	KUSARI	276	5月24日	LITTLE SHEEP	好莱坞	12	DIYA				6月21日	ZONES	BLADE和HOMIE E
WH4LE	3月27日	16	2	16	58	2	YNB ESPORTS	387.3	ALPHARI, SARA	3月27日	SUPER LEVI	萨摩亚	14	埃斯佩兰萨	8	弗蕾娅	164.8	卡西迪		弗蕾娅	426	4月6日	ROC ESPORTS	哈瓦那	18	PRIDE	465	10月10日	ONCE AGAIN	国王大道	16	PRIDE				10月12日	MILK TEA	LITTLE SHEEP和YNB ESPORTS
WYA	5月24日	16	2	16	54	1	ZONES	613.1	PRIDE	5月24日	TEAM XX	多拉多	17	伊利奥斯	5	安娜	292.6		安娜	雾子	153	9月21日	MILK TEA	苏拉瓦萨	7	ALPHARI	323	10月4日	YNB ESPORTS	萨摩亚	11	ALPHARI				10月11日	YNB ESPORTS	ZONES
XII	5月30日	9	1	9	20	1	MILK TEA	218.4	EILEEN, INSANE, KYO	5月30日	LITTLE SHEEP	苏拉瓦萨	9	伊利奥斯	2	布丽吉塔	129.6		布丽吉塔		51	6月22日	TEAM XX	新渣客城	8	LILKO POV	136	6月15日	HOMIE E	绿洲城	12	KANEKI SKYSHOW				6月29日	TEAM CC	MILK TEA